"","name","team_name","game_date","season","period","minutes_remaining","seconds_remaining","shot_made_flag","action_type","shot_type","shot_distance","opponent","x","y","minute"
"19","andre-iguodala","Golden State Warriors","2/11/17",2016,1,0,59,"shot_n","Cutting Dunk Shot","2PT Field Goal",0,"Oklahoma City Thunder",0,1,12
"20","andre-iguodala","Golden State Warriors","11/25/16",2016,2,3,24,"shot_n","Cutting Dunk Shot","2PT Field Goal",0,"Los Angeles Lakers",0,1,21
"21","andre-iguodala","Golden State Warriors","2/10/17",2016,3,1,21,"shot_n","Cutting Finger Roll Layup Shot","2PT Field Goal",1,"Memphis Grizzlies",10,8,35
"22","andre-iguodala","Golden State Warriors","1/16/17",2016,2,5,8,"shot_n","Cutting Finger Roll Layup Shot","2PT Field Goal",1,"Cleveland Cavaliers",-11,7,19
"23","andre-iguodala","Golden State Warriors","1/16/17",2016,4,9,39,"shot_n","Cutting Layup Shot","2PT Field Goal",0,"Cleveland Cavaliers",-1,8,39
"24","andre-iguodala","Golden State Warriors","1/6/17",2016,2,2,34,"shot_n","Cutting Layup Shot","2PT Field Goal",1,"Memphis Grizzlies",10,11,22
"25","andre-iguodala","Golden State Warriors","2/13/17",2016,1,2,55,"shot_n","Cutting Layup Shot","2PT Field Goal",1,"Denver Nuggets",-14,7,10
"26","andre-iguodala","Golden State Warriors","3/2/17",2016,4,0,56,"shot_n","Driving Dunk Shot","2PT Field Goal",0,"Chicago Bulls",-2,0,48
"27","andre-iguodala","Golden State Warriors","3/2/17",2016,1,2,35,"shot_n","Driving Dunk Shot","2PT Field Goal",0,"Chicago Bulls",0,1,10
"28","andre-iguodala","Golden State Warriors","10/28/16",2016,4,11,8,"shot_n","Driving Dunk Shot","2PT Field Goal",0,"New Orleans Pelicans",0,1,37
"29","andre-iguodala","Golden State Warriors","12/17/16",2016,2,0,8,"shot_n","Driving Dunk Shot","2PT Field Goal",0,"Portland Trail Blazers",0,1,24
"30","andre-iguodala","Golden State Warriors","12/7/16",2016,2,3,28,"shot_n","Driving Dunk Shot","2PT Field Goal",0,"Los Angeles Clippers",0,1,21
"31","andre-iguodala","Golden State Warriors","11/28/16",2016,1,2,29,"shot_n","Driving Dunk Shot","2PT Field Goal",0,"Atlanta Hawks",0,1,10
"32","andre-iguodala","Golden State Warriors","3/26/17",2016,1,0,45,"shot_n","Driving Dunk Shot","2PT Field Goal",0,"Memphis Grizzlies",0,1,12
"33","andre-iguodala","Golden State Warriors","11/28/16",2016,4,10,39,"shot_n","Driving Dunk Shot","2PT Field Goal",0,"Atlanta Hawks",0,1,38
"34","andre-iguodala","Golden State Warriors","12/28/16",2016,4,8,7,"shot_n","Driving Finger Roll Layup Shot","2PT Field Goal",2,"Toronto Raptors",-6,23,40
"35","andre-iguodala","Golden State Warriors","3/29/17",2016,4,2,20,"shot_n","Driving Finger Roll Layup Shot","2PT Field Goal",1,"San Antonio Spurs",9,11,46
"36","andre-iguodala","Golden State Warriors","2/2/17",2016,3,0,0,"shot_n","Driving Floating Bank Jump Shot","2PT Field Goal",7,"Los Angeles Clippers",46,62,36
"37","andre-iguodala","Golden State Warriors","12/23/16",2016,2,0,49,"shot_n","Driving Layup Shot","2PT Field Goal",1,"Detroit Pistons",-9,7,24
"38","andre-iguodala","Golden State Warriors","3/31/17",2016,3,4,13,"shot_n","Driving Layup Shot","2PT Field Goal",2,"Houston Rockets",-17,21,32
"39","andre-iguodala","Golden State Warriors","3/18/17",2016,1,3,45,"shot_n","Driving Reverse Dunk Shot","2PT Field Goal",0,"Milwaukee Bucks",0,1,9
"40","andre-iguodala","Golden State Warriors","11/9/16",2016,2,3,48,"shot_n","Driving Reverse Layup Shot","2PT Field Goal",1,"Dallas Mavericks",14,2,21
"41","andre-iguodala","Golden State Warriors","11/1/16",2016,1,3,11,"shot_n","Driving Reverse Layup Shot","2PT Field Goal",0,"Portland Trail Blazers",2,7,9
"42","andre-iguodala","Golden State Warriors","1/8/17",2016,1,3,53,"shot_n","Dunk Shot","2PT Field Goal",0,"Sacramento Kings",0,1,9
"43","andre-iguodala","Golden State Warriors","3/24/17",2016,3,3,1,"shot_n","Dunk Shot","2PT Field Goal",0,"Sacramento Kings",0,1,33
"44","andre-iguodala","Golden State Warriors","10/28/16",2016,3,0,2,"shot_n","Dunk Shot","2PT Field Goal",0,"New Orleans Pelicans",0,1,36
"45","andre-iguodala","Golden State Warriors","3/28/17",2016,1,3,15,"shot_n","Dunk Shot","2PT Field Goal",0,"Houston Rockets",0,1,9
"46","andre-iguodala","Golden State Warriors","3/31/17",2016,4,0,29,"shot_n","Dunk Shot","2PT Field Goal",0,"Houston Rockets",0,1,48
"47","andre-iguodala","Golden State Warriors","3/20/17",2016,2,2,32,"shot_n","Dunk Shot","2PT Field Goal",0,"Oklahoma City Thunder",0,1,22
"48","andre-iguodala","Golden State Warriors","2/28/17",2016,4,5,20,"shot_n","Dunk Shot","2PT Field Goal",0,"Washington Wizards",0,1,43
"49","andre-iguodala","Golden State Warriors","1/28/17",2016,3,3,44,"shot_n","Dunk Shot","2PT Field Goal",0,"Los Angeles Clippers",0,1,33
"50","andre-iguodala","Golden State Warriors","2/23/17",2016,3,5,22,"shot_n","Dunk Shot","2PT Field Goal",0,"Los Angeles Clippers",0,1,31
"51","andre-iguodala","Golden State Warriors","10/30/16",2016,2,0,43,"shot_n","Dunk Shot","2PT Field Goal",0,"Phoenix Suns",0,1,24
"52","andre-iguodala","Golden State Warriors","1/28/17",2016,2,0,28,"shot_n","Dunk Shot","2PT Field Goal",0,"Los Angeles Clippers",0,1,24
"53","andre-iguodala","Golden State Warriors","1/18/17",2016,4,10,24,"shot_n","Dunk Shot","2PT Field Goal",0,"Oklahoma City Thunder",0,1,38
"54","andre-iguodala","Golden State Warriors","11/3/16",2016,4,10,13,"shot_n","Fadeaway Jump Shot","2PT Field Goal",19,"Oklahoma City Thunder",195,-1,38
"55","andre-iguodala","Golden State Warriors","12/28/16",2016,3,1,10,"shot_n","Finger Roll Layup Shot","2PT Field Goal",1,"Toronto Raptors",-1,16,35
"56","andre-iguodala","Golden State Warriors","2/10/17",2016,2,4,36,"shot_n","Floating Jump shot","2PT Field Goal",17,"Memphis Grizzlies",-109,136,20
"57","andre-iguodala","Golden State Warriors","1/2/17",2016,3,0,0,"shot_n","Floating Jump shot","2PT Field Goal",10,"Denver Nuggets",-29,97,36
"58","andre-iguodala","Golden State Warriors","12/28/16",2016,4,11,14,"shot_n","Hook Shot","2PT Field Goal",5,"Toronto Raptors",-29,41,37
"59","andre-iguodala","Golden State Warriors","11/18/16",2016,2,3,4,"shot_n","Hook Shot","2PT Field Goal",0,"Boston Celtics",0,1,21
"60","andre-iguodala","Golden State Warriors","11/1/16",2016,4,9,22,"shot_n","Hook Shot","2PT Field Goal",3,"Portland Trail Blazers",-32,7,39
"61","andre-iguodala","Golden State Warriors","12/25/16",2016,2,0,46,"shot_n","Jump Bank Shot","2PT Field Goal",7,"Cleveland Cavaliers",68,36,24
"62","andre-iguodala","Golden State Warriors","3/2/17",2016,2,0,22,"shot_n","Jump Shot","3PT Field Goal",26,"Chicago Bulls",-191,180,24
"63","andre-iguodala","Golden State Warriors","4/4/17",2016,1,0,18,"shot_n","Jump Shot","2PT Field Goal",18,"Minnesota Timberwolves",117,144,12
"64","andre-iguodala","Golden State Warriors","3/31/17",2016,1,2,2,"shot_n","Jump Shot","3PT Field Goal",27,"Houston Rockets",81,262,10
"65","andre-iguodala","Golden State Warriors","3/31/17",2016,2,0,0,"shot_n","Jump Shot","3PT Field Goal",27,"Houston Rockets",-215,165,24
"66","andre-iguodala","Golden State Warriors","3/31/17",2016,4,8,12,"shot_n","Jump Shot","3PT Field Goal",25,"Houston Rockets",87,242,40
"67","andre-iguodala","Golden State Warriors","3/31/17",2016,2,8,11,"shot_n","Jump Shot","3PT Field Goal",25,"Houston Rockets",-60,247,16
"68","andre-iguodala","Golden State Warriors","3/31/17",2016,1,1,29,"shot_n","Jump Shot","3PT Field Goal",25,"Houston Rockets",-119,228,11
"69","andre-iguodala","Golden State Warriors","3/31/17",2016,4,1,39,"shot_n","Jump Shot","3PT Field Goal",23,"Houston Rockets",-227,67,47
"70","andre-iguodala","Golden State Warriors","3/31/17",2016,1,5,0,"shot_n","Jump Shot","2PT Field Goal",19,"Houston Rockets",109,159,7
"71","andre-iguodala","Golden State Warriors","3/29/17",2016,2,10,3,"shot_n","Jump Shot","3PT Field Goal",24,"San Antonio Spurs",161,183,14
"72","andre-iguodala","Golden State Warriors","3/29/17",2016,1,2,31,"shot_n","Jump Shot","3PT Field Goal",23,"San Antonio Spurs",233,2,10
"73","andre-iguodala","Golden State Warriors","3/29/17",2016,2,4,39,"shot_n","Jump Shot","3PT Field Goal",25,"San Antonio Spurs",-207,154,20
"74","andre-iguodala","Golden State Warriors","3/29/17",2016,1,0,49,"shot_n","Jump Shot","2PT Field Goal",19,"San Antonio Spurs",-158,120,12
"75","andre-iguodala","Golden State Warriors","3/28/17",2016,3,4,31,"shot_n","Jump Shot","3PT Field Goal",23,"Houston Rockets",233,26,32
"76","andre-iguodala","Golden State Warriors","3/28/17",2016,3,6,52,"shot_n","Jump Shot","3PT Field Goal",22,"Houston Rockets",223,51,30
"77","andre-iguodala","Golden State Warriors","3/28/17",2016,4,10,38,"shot_n","Jump Shot","3PT Field Goal",24,"Houston Rockets",225,97,38
"78","andre-iguodala","Golden State Warriors","3/28/17",2016,2,9,9,"shot_n","Jump Shot","3PT Field Goal",23,"Houston Rockets",228,70,15
"79","andre-iguodala","Golden State Warriors","3/26/17",2016,2,8,39,"shot_n","Jump Shot","2PT Field Goal",14,"Memphis Grizzlies",-133,46,16
"80","andre-iguodala","Golden State Warriors","3/26/17",2016,1,5,5,"shot_n","Jump Shot","3PT Field Goal",26,"Memphis Grizzlies",-212,160,7
"81","andre-iguodala","Golden State Warriors","3/24/17",2016,1,2,31,"shot_n","Jump Shot","3PT Field Goal",25,"Sacramento Kings",-55,247,10
"82","andre-iguodala","Golden State Warriors","3/24/17",2016,2,11,38,"shot_n","Jump Shot","2PT Field Goal",17,"Sacramento Kings",-124,129,13
"83","andre-iguodala","Golden State Warriors","3/20/17",2016,3,0,35,"shot_n","Jump Shot","3PT Field Goal",25,"Oklahoma City Thunder",-189,164,36
"84","andre-iguodala","Golden State Warriors","3/20/17",2016,1,2,33,"shot_n","Jump Shot","2PT Field Goal",17,"Oklahoma City Thunder",171,11,10
"85","andre-iguodala","Golden State Warriors","3/18/17",2016,4,8,11,"shot_n","Jump Shot","2PT Field Goal",3,"Milwaukee Bucks",17,28,40
"86","andre-iguodala","Golden State Warriors","3/16/17",2016,4,10,21,"shot_n","Jump Shot","3PT Field Goal",26,"Orlando Magic",-122,232,38
"87","andre-iguodala","Golden State Warriors","3/14/17",2016,2,7,38,"shot_n","Jump Shot","2PT Field Goal",3,"Philadelphia 76ers",-29,26,17
"88","andre-iguodala","Golden State Warriors","3/6/17",2016,4,2,38,"shot_n","Jump Shot","3PT Field Goal",23,"Atlanta Hawks",233,18,46
"89","andre-iguodala","Golden State Warriors","3/6/17",2016,4,5,18,"shot_n","Jump Shot","3PT Field Goal",25,"Atlanta Hawks",168,193,43
"90","andre-iguodala","Golden State Warriors","3/6/17",2016,2,4,48,"shot_n","Jump Shot","3PT Field Goal",23,"Atlanta Hawks",236,16,20
"91","andre-iguodala","Golden State Warriors","3/6/17",2016,1,4,44,"shot_n","Jump Shot","3PT Field Goal",24,"Atlanta Hawks",238,46,8
"92","andre-iguodala","Golden State Warriors","3/6/17",2016,2,7,10,"shot_n","Jump Shot","3PT Field Goal",22,"Atlanta Hawks",-227,13,17
"93","andre-iguodala","Golden State Warriors","3/6/17",2016,4,6,9,"shot_n","Jump Shot","3PT Field Goal",24,"Atlanta Hawks",-60,242,42
"94","andre-iguodala","Golden State Warriors","3/5/17",2016,4,6,56,"shot_n","Jump Shot","3PT Field Goal",24,"New York Knicks",191,151,42
"95","andre-iguodala","Golden State Warriors","3/5/17",2016,2,8,1,"shot_n","Jump Shot","3PT Field Goal",23,"New York Knicks",-233,-31,16
"96","andre-iguodala","Golden State Warriors","3/5/17",2016,2,8,32,"shot_n","Jump Shot","3PT Field Goal",23,"New York Knicks",232,-26,16
"97","andre-iguodala","Golden State Warriors","3/5/17",2016,2,4,51,"shot_n","Jump Shot","3PT Field Goal",24,"New York Knicks",-158,188,20
"98","andre-iguodala","Golden State Warriors","3/5/17",2016,2,4,1,"shot_n","Jump Shot","3PT Field Goal",24,"New York Knicks",205,136,20
"99","andre-iguodala","Golden State Warriors","3/2/17",2016,4,10,17,"shot_n","Jump Shot","3PT Field Goal",23,"Chicago Bulls",233,-6,38
"100","andre-iguodala","Golden State Warriors","2/15/17",2016,2,8,48,"shot_n","Jump Shot","3PT Field Goal",25,"Sacramento Kings",1,257,16
"101","andre-iguodala","Golden State Warriors","2/13/17",2016,2,1,14,"shot_n","Jump Shot","3PT Field Goal",23,"Denver Nuggets",232,7,23
"102","andre-iguodala","Golden State Warriors","2/13/17",2016,2,9,31,"shot_n","Jump Shot","3PT Field Goal",25,"Denver Nuggets",161,203,15
"103","andre-iguodala","Golden State Warriors","2/13/17",2016,3,2,27,"shot_n","Jump Shot","3PT Field Goal",25,"Denver Nuggets",-173,183,34
"104","andre-iguodala","Golden State Warriors","2/13/17",2016,3,3,2,"shot_n","Jump Shot","2PT Field Goal",16,"Denver Nuggets",168,21,33
"105","andre-iguodala","Golden State Warriors","2/13/17",2016,3,0,27,"shot_n","Jump Shot","3PT Field Goal",25,"Denver Nuggets",200,164,36
"106","andre-iguodala","Golden State Warriors","2/11/17",2016,4,11,26,"shot_n","Jump Shot","2PT Field Goal",18,"Oklahoma City Thunder",-66,169,37
"107","andre-iguodala","Golden State Warriors","2/11/17",2016,3,2,45,"shot_n","Jump Shot","3PT Field Goal",24,"Oklahoma City Thunder",179,169,34
"108","andre-iguodala","Golden State Warriors","2/11/17",2016,1,1,23,"shot_n","Jump Shot","3PT Field Goal",22,"Oklahoma City Thunder",-225,-10,11
"109","andre-iguodala","Golden State Warriors","2/11/17",2016,2,7,47,"shot_n","Jump Shot","3PT Field Goal",22,"Oklahoma City Thunder",223,38,17
"110","andre-iguodala","Golden State Warriors","2/11/17",2016,4,8,15,"shot_n","Jump Shot","3PT Field Goal",24,"Oklahoma City Thunder",-143,193,40
"111","andre-iguodala","Golden State Warriors","2/10/17",2016,2,5,22,"shot_n","Jump Shot","3PT Field Goal",25,"Memphis Grizzlies",28,249,19
"112","andre-iguodala","Golden State Warriors","2/10/17",2016,3,3,3,"shot_n","Jump Shot","3PT Field Goal",25,"Memphis Grizzlies",186,178,33
"113","andre-iguodala","Golden State Warriors","2/10/17",2016,2,10,22,"shot_n","Jump Shot","3PT Field Goal",22,"Memphis Grizzlies",-227,2,14
"114","andre-iguodala","Golden State Warriors","2/8/17",2016,2,8,42,"shot_n","Jump Shot","3PT Field Goal",26,"Chicago Bulls",64,259,16
"115","andre-iguodala","Golden State Warriors","2/4/17",2016,2,10,42,"shot_n","Jump Shot","3PT Field Goal",23,"Sacramento Kings",-233,31,14
"116","andre-iguodala","Golden State Warriors","2/4/17",2016,4,8,47,"shot_n","Jump Shot","3PT Field Goal",24,"Sacramento Kings",-202,141,40
"117","andre-iguodala","Golden State Warriors","2/4/17",2016,4,10,7,"shot_n","Jump Shot","3PT Field Goal",25,"Sacramento Kings",187,174,38
"118","andre-iguodala","Golden State Warriors","2/4/17",2016,4,4,35,"shot_n","Jump Shot","2PT Field Goal",17,"Sacramento Kings",171,13,44
"119","andre-iguodala","Golden State Warriors","2/2/17",2016,4,0,11,"shot_n","Jump Shot","3PT Field Goal",25,"Los Angeles Clippers",-174,193,48
"120","andre-iguodala","Golden State Warriors","2/2/17",2016,4,10,3,"shot_n","Jump Shot","3PT Field Goal",25,"Los Angeles Clippers",-63,249,38
"121","andre-iguodala","Golden State Warriors","2/2/17",2016,3,5,5,"shot_n","Jump Shot","3PT Field Goal",23,"Los Angeles Clippers",-233,3,31
"122","andre-iguodala","Golden State Warriors","2/2/17",2016,4,4,16,"shot_n","Jump Shot","3PT Field Goal",26,"Los Angeles Clippers",-165,205,44
"123","andre-iguodala","Golden State Warriors","2/1/17",2016,1,0,8,"shot_n","Jump Shot","3PT Field Goal",26,"Charlotte Hornets",-179,193,12
"124","andre-iguodala","Golden State Warriors","1/29/17",2016,4,6,6,"shot_n","Jump Shot","3PT Field Goal",23,"Portland Trail Blazers",-228,46,42
"125","andre-iguodala","Golden State Warriors","1/29/17",2016,2,10,3,"shot_n","Jump Shot","3PT Field Goal",22,"Portland Trail Blazers",-225,7,14
"126","andre-iguodala","Golden State Warriors","1/28/17",2016,3,2,3,"shot_n","Jump Shot","3PT Field Goal",25,"Los Angeles Clippers",153,210,34
"127","andre-iguodala","Golden State Warriors","1/28/17",2016,3,5,3,"shot_n","Jump Shot","3PT Field Goal",24,"Los Angeles Clippers",182,159,31
"128","andre-iguodala","Golden State Warriors","1/28/17",2016,4,11,40,"shot_n","Jump Shot","2PT Field Goal",11,"Los Angeles Clippers",-12,115,37
"129","andre-iguodala","Golden State Warriors","1/28/17",2016,3,4,31,"shot_n","Jump Shot","3PT Field Goal",23,"Los Angeles Clippers",232,26,32
"130","andre-iguodala","Golden State Warriors","1/25/17",2016,2,10,44,"shot_n","Jump Shot","2PT Field Goal",15,"Charlotte Hornets",-73,134,14
"131","andre-iguodala","Golden State Warriors","1/22/17",2016,4,11,36,"shot_n","Jump Shot","3PT Field Goal",22,"Orlando Magic",-228,3,37
"132","andre-iguodala","Golden State Warriors","1/22/17",2016,4,10,20,"shot_n","Jump Shot","3PT Field Goal",23,"Orlando Magic",-238,0,38
"133","andre-iguodala","Golden State Warriors","1/22/17",2016,2,3,15,"shot_n","Jump Shot","3PT Field Goal",25,"Orlando Magic",179,188,21
"134","andre-iguodala","Golden State Warriors","1/22/17",2016,2,10,45,"shot_n","Jump Shot","3PT Field Goal",25,"Orlando Magic",125,223,14
"135","andre-iguodala","Golden State Warriors","1/20/17",2016,1,0,26,"shot_n","Jump Shot","2PT Field Goal",14,"Houston Rockets",-137,41,12
"136","andre-iguodala","Golden State Warriors","1/20/17",2016,2,11,33,"shot_n","Jump Shot","3PT Field Goal",25,"Houston Rockets",-171,183,13
"137","andre-iguodala","Golden State Warriors","1/20/17",2016,2,7,2,"shot_n","Jump Shot","3PT Field Goal",23,"Houston Rockets",238,3,17
"138","andre-iguodala","Golden State Warriors","1/18/17",2016,1,6,38,"shot_n","Jump Shot","2PT Field Goal",20,"Oklahoma City Thunder",-73,188,6
"139","andre-iguodala","Golden State Warriors","1/16/17",2016,1,4,23,"shot_n","Jump Shot","3PT Field Goal",25,"Cleveland Cavaliers",-205,156,8
"140","andre-iguodala","Golden State Warriors","1/8/17",2016,4,3,6,"shot_n","Jump Shot","3PT Field Goal",24,"Sacramento Kings",225,97,45
"141","andre-iguodala","Golden State Warriors","1/8/17",2016,1,2,12,"shot_n","Jump Shot","2PT Field Goal",21,"Sacramento Kings",109,185,10
"142","andre-iguodala","Golden State Warriors","1/8/17",2016,3,2,19,"shot_n","Jump Shot","2PT Field Goal",16,"Sacramento Kings",91,139,34
"143","andre-iguodala","Golden State Warriors","1/6/17",2016,4,11,39,"shot_n","Jump Shot","3PT Field Goal",25,"Memphis Grizzlies",132,218,37
"144","andre-iguodala","Golden State Warriors","1/4/17",2016,1,1,58,"shot_n","Jump Shot","3PT Field Goal",26,"Portland Trail Blazers",-129,232,11
"145","andre-iguodala","Golden State Warriors","1/2/17",2016,3,0,13,"shot_n","Jump Shot","3PT Field Goal",23,"Denver Nuggets",-235,8,36
"146","andre-iguodala","Golden State Warriors","12/30/16",2016,2,9,55,"shot_n","Jump Shot","3PT Field Goal",23,"Dallas Mavericks",230,18,15
"147","andre-iguodala","Golden State Warriors","12/30/16",2016,1,0,0,"shot_n","Jump Shot","3PT Field Goal",28,"Dallas Mavericks",-68,277,12
"148","andre-iguodala","Golden State Warriors","12/25/16",2016,2,1,55,"shot_n","Jump Shot","3PT Field Goal",23,"Cleveland Cavaliers",230,2,23
"149","andre-iguodala","Golden State Warriors","12/25/16",2016,2,1,22,"shot_n","Jump Shot","3PT Field Goal",23,"Cleveland Cavaliers",-237,2,23
"150","andre-iguodala","Golden State Warriors","12/23/16",2016,1,4,6,"shot_n","Jump Shot","2PT Field Goal",15,"Detroit Pistons",-137,62,8
"151","andre-iguodala","Golden State Warriors","12/22/16",2016,4,6,56,"shot_n","Jump Shot","3PT Field Goal",25,"Brooklyn Nets",-179,175,42
"152","andre-iguodala","Golden State Warriors","12/22/16",2016,3,1,39,"shot_n","Jump Shot","3PT Field Goal",24,"Brooklyn Nets",99,228,35
"153","andre-iguodala","Golden State Warriors","12/22/16",2016,2,1,24,"shot_n","Jump Shot","3PT Field Goal",23,"Brooklyn Nets",-230,-19,23
"154","andre-iguodala","Golden State Warriors","12/22/16",2016,1,4,0,"shot_n","Jump Shot","2PT Field Goal",18,"Brooklyn Nets",125,139,8
"155","andre-iguodala","Golden State Warriors","12/22/16",2016,3,3,48,"shot_n","Jump Shot","3PT Field Goal",22,"Brooklyn Nets",223,11,33
"156","andre-iguodala","Golden State Warriors","12/22/16",2016,4,9,9,"shot_n","Jump Shot","3PT Field Goal",23,"Brooklyn Nets",233,-15,39
"157","andre-iguodala","Golden State Warriors","12/17/16",2016,1,2,56,"shot_n","Jump Shot","2PT Field Goal",17,"Portland Trail Blazers",122,129,10
"158","andre-iguodala","Golden State Warriors","12/17/16",2016,4,11,4,"shot_n","Jump Shot","2PT Field Goal",18,"Portland Trail Blazers",-65,169,37
"159","andre-iguodala","Golden State Warriors","12/17/16",2016,1,1,49,"shot_n","Jump Shot","3PT Field Goal",22,"Portland Trail Blazers",227,-1,11
"160","andre-iguodala","Golden State Warriors","12/17/16",2016,4,11,40,"shot_n","Jump Shot","2PT Field Goal",20,"Portland Trail Blazers",-9,205,37
"161","andre-iguodala","Golden State Warriors","12/15/16",2016,4,9,15,"shot_n","Jump Shot","3PT Field Goal",23,"New York Knicks",-232,61,39
"162","andre-iguodala","Golden State Warriors","12/13/16",2016,3,0,48,"shot_n","Jump Shot","3PT Field Goal",22,"New Orleans Pelicans",-228,7,36
"163","andre-iguodala","Golden State Warriors","12/13/16",2016,4,8,0,"shot_n","Jump Shot","3PT Field Goal",25,"New Orleans Pelicans",123,224,40
"164","andre-iguodala","Golden State Warriors","12/13/16",2016,1,0,0,"shot_n","Jump Shot","3PT Field Goal",26,"New Orleans Pelicans",-214,164,12
"165","andre-iguodala","Golden State Warriors","12/13/16",2016,2,2,27,"shot_n","Jump Shot","3PT Field Goal",23,"New Orleans Pelicans",238,8,22
"166","andre-iguodala","Golden State Warriors","12/13/16",2016,2,9,41,"shot_n","Jump Shot","3PT Field Goal",25,"New Orleans Pelicans",235,105,15
"167","andre-iguodala","Golden State Warriors","12/11/16",2016,2,9,20,"shot_n","Jump Shot","2PT Field Goal",19,"Minnesota Timberwolves",-76,183,15
"168","andre-iguodala","Golden State Warriors","12/11/16",2016,4,4,33,"shot_n","Jump Shot","3PT Field Goal",24,"Minnesota Timberwolves",215,124,44
"169","andre-iguodala","Golden State Warriors","12/11/16",2016,3,0,0,"shot_n","Jump Shot","3PT Field Goal",47,"Minnesota Timberwolves",-125,457,36
"170","andre-iguodala","Golden State Warriors","12/11/16",2016,4,9,29,"shot_n","Jump Shot","3PT Field Goal",23,"Minnesota Timberwolves",232,11,39
"171","andre-iguodala","Golden State Warriors","12/8/16",2016,3,3,5,"shot_n","Jump Shot","2PT Field Goal",18,"Utah Jazz",-168,65,33
"172","andre-iguodala","Golden State Warriors","12/8/16",2016,4,10,4,"shot_n","Jump Shot","3PT Field Goal",24,"Utah Jazz",-202,134,38
"173","andre-iguodala","Golden State Warriors","12/7/16",2016,4,11,13,"shot_n","Jump Shot","2PT Field Goal",3,"Los Angeles Clippers",-4,33,37
"174","andre-iguodala","Golden State Warriors","12/7/16",2016,2,2,4,"shot_n","Jump Shot","3PT Field Goal",24,"Los Angeles Clippers",-240,16,22
"175","andre-iguodala","Golden State Warriors","12/7/16",2016,4,10,6,"shot_n","Jump Shot","3PT Field Goal",25,"Los Angeles Clippers",159,200,38
"176","andre-iguodala","Golden State Warriors","12/5/16",2016,2,1,58,"shot_n","Jump Shot","2PT Field Goal",18,"Indiana Pacers",-137,124,23
"177","andre-iguodala","Golden State Warriors","12/3/16",2016,2,8,26,"shot_n","Jump Shot","2PT Field Goal",7,"Phoenix Suns",-74,28,16
"178","andre-iguodala","Golden State Warriors","12/3/16",2016,1,1,48,"shot_n","Jump Shot","2PT Field Goal",17,"Phoenix Suns",135,116,11
